"policy_id","cal_year","occurrence_date","usage","occasional_commercial","area","province","overnight_parking","security_device","vehicle_id","body_type","vehicle_power","fuel","transmission","engine_cc","vehicle_value","gender","age","ncd_level","gross_amount","net_amount","marital","employment","occupation","years_licensed","licensing_age","vehicle_age","reported_mileage","num_drivers","exposure","employment_missing","reported_mileage_missing","engine_cc_missing"
"P0020233",2018,2018-07-11,"Commuting",FALSE,"Suburban","Munster","Driveway",TRUE,1,"Estate","Low","Diesel","M",600,20728,"M",47,0,7896.00292929874,7646.00292929874,"Married","Employed","Actuary",27,20,16,13000,1,1,0,0,0
"P0020236",2020,2020-03-27,"Commuting",FALSE,"Suburban","Leinster","Street",TRUE,1,"Hatchback","Med","Petrol","M",972,21148,"F",37,5,27379.3357281727,27129.3357281727,"Single","Employed","Primary Teacher",16,21,13,17000,2,1,0,0,0
"P0020236",2020,2020-10-31,"Commuting",FALSE,"Suburban","Leinster","Street",TRUE,1,"Hatchback","Med","Petrol","M",972,21148,"F",37,5,3086.25369676476,2836.25369676476,"Single","Employed","Primary Teacher",16,21,13,17000,2,1,0,0,0
"P0020236",2021,2021-05-31,"Commuting",FALSE,"Suburban","Leinster","Street",TRUE,1,"Hatchback","Med","Petrol","M",972,21148,"F",38,3,12177.4860962083,11927.4860962083,"Single","Employed","Primary Teacher",17,21,14,9500,2,1,0,0,0
"P0020236",2024,2024-03-01,"Commuting",FALSE,"Suburban","Leinster","Street",TRUE,1,"Hatchback","Med","Petrol","M",972,21148,"F",41,3,3289.34775278192,3039.34775278192,"Single","Employed","Primary Teacher",20,21,17,12000,2,1,0,0,0
"P0020251",2017,2017-01-14,"Commuting",FALSE,"Urban","Leinster","Driveway",FALSE,1,"Hatchback","Low","Petrol","M",868,18658,"F",38,1,1099.3656850604,849.365685060404,"Married","Employed","Primary Teacher",18,20,9,10500,1,1,0,0,0
"P0020251",2018,2018-08-27,"Commuting",FALSE,"Urban","Leinster","Driveway",FALSE,1,"Hatchback","Low","Petrol","M",868,18658,"F",39,0,15435.6021513334,15185.6021513334,"Married","Employed","Primary Teacher",19,20,10,24500,1,1,0,0,0
"P0020252",2024,2024-03-02,"Commuting",FALSE,"Suburban","Munster","Garage",TRUE,1,"Saloon","Med","Diesel","M",678,15365,"F",37,1,14582.6923964817,14332.6923964817,"Single","Employed","Retail",18,19,10,15500,1,1,0,0,0
"P0020253",2020,2020-07-28,"Commuting",FALSE,"Suburban","Leinster","Street",TRUE,1,"Saloon","Med","Petrol","M",903,23870,"M",53,1,8679.09729281768,8429.09729281768,"Married","Employed","Primary Teacher",35,18,6,14000,1,1,0,0,0
"P0020253",2021,2021-09-27,"Commuting",FALSE,"Suburban","Leinster","Street",TRUE,1,"Saloon","Med","Petrol","M",903,23870,"M",54,0,33205.479837541,32955.479837541,"Married","Employed","Primary Teacher",36,18,7,10500,1,1,0,0,0
"P0020260",2018,2018-11-29,"Commuting",FALSE,"Rural","Leinster","Driveway",TRUE,1,"SUV","Med","Diesel","M",1627,37962,"M",44,4,6321.83012962235,6071.83012962235,"Married","Employed","Secondary Teacher",24,20,3,11500,1,1,0,0,0
"P0020260",2019,2019-10-29,"Commuting",FALSE,"Rural","Leinster","Driveway",TRUE,1,"SUV","Med","Diesel","M",1627,37962,"M",45,2,22889.2084626784,22639.2084626784,"Married","Employed","Secondary Teacher",25,20,4,17500,1,1,0,0,0
"P0020263",2018,2018-09-21,"Private",FALSE,"Suburban","Connacht","Garage",FALSE,1,"Hatchback","Low","Hybrid","A",600,10572,"F",36,2,1725.62972790478,1475.62972790478,"Single","Unemployed","Primary Teacher",19,17,9,8500,1,0.37260274,0,0,0
"P0020271",2023,2023-12-22,"Commuting",FALSE,"Rural","Connacht","Driveway",FALSE,1,"Saloon","Med","Petrol","M",1874,43309,"F",66,4,13072.1322310538,12822.1322310538,"Married","Employed","Nurse",45,21,7,14500,2,1,0,0,0
"P0020273",2021,2021-03-25,"Commuting",FALSE,"Suburban","Connacht","Driveway",TRUE,1,"Hatchback","Low","Petrol","M",600,12053,"M",35,3,15636.4654940035,15386.4654940035,"Single","Employed","Primary Teacher",13,22,13,15000,1,1,0,0,0
"P0020273",2021,2021-11-13,"Commuting",FALSE,"Suburban","Connacht","Driveway",TRUE,1,"Hatchback","Low","Petrol","M",600,12053,"M",35,3,13237.2575495296,12987.2575495296,"Single","Employed","Primary Teacher",13,22,13,15000,1,1,0,0,0
"P0020273",2022,2022-09-24,"Commuting",FALSE,"Suburban","Connacht","Driveway",TRUE,1,"Hatchback","Low","Petrol","M",600,12053,"M",36,1,11500.5779637151,11250.5779637151,"Single","Employed","Primary Teacher",14,22,14,11500,1,1,0,0,0
"P0020273",2024,2024-12-06,"Commuting",FALSE,"Suburban","Connacht","Driveway",TRUE,1,"Hatchback","Low","Petrol","M",600,12053,"M",38,1,12279.9921747547,12029.9921747547,"Single","Employed","Primary Teacher",16,22,16,11500,1,1,0,0,0
"P0020277",2018,2018-07-12,"Commuting",FALSE,"Urban","Leinster","Street",TRUE,1,"SUV","High","Petrol","M",773,24611,"F",23,1,16094.9134782325,15844.9134782325,"Single","Employed","Doctor",2,21,8,15000,1,1,0,0,0
"P0020277",2018,2018-12-22,"Commuting",FALSE,"Urban","Leinster","Street",TRUE,1,"SUV","High","Petrol","M",773,24611,"F",23,1,56144.8441223706,50000,"Single","Employed","Doctor",2,21,8,15000,1,1,0,0,0
"P0020277",2022,2022-02-14,"Commuting",FALSE,"Urban","Leinster","Street",TRUE,1,"SUV","High","Petrol","M",773,24611,"F",27,3,32136.43974623,31886.43974623,"Single","Employed","Doctor",6,21,12,12000,1,0.547945205,0,0,0
"P0020278",2022,2022-03-29,"Commuting",FALSE,"Urban","Munster","Garage",FALSE,1,"Hatchback","Low","Diesel","M",600,10329,"F",68,4,4267.1633768729,4017.1633768729,"Married","Employed","Primary Teacher",49,19,9,10000,2,1,0,0,0
"P0020280",2021,2021-03-27,"Commuting",FALSE,"Urban","Munster","Driveway",TRUE,1,"Saloon","Low","Diesel","M",600,14821,"F",55,2,10020.8385455103,9770.83854551028,"Married","Self-Employed","Other",35,20,10,7000,1,1,0,0,0
"P0020280",2021,2021-09-13,"Commuting",FALSE,"Urban","Munster","Driveway",TRUE,1,"Saloon","Low","Diesel","M",600,14821,"F",55,2,12788.6071394691,12538.6071394691,"Married","Self-Employed","Other",35,20,10,7000,1,1,0,0,0
"P0020280",2024,2024-03-26,"Commuting",FALSE,"Urban","Munster","Driveway",TRUE,1,"Saloon","Low","Diesel","M",600,14821,"F",58,2,1475.03506067445,1225.03506067445,"Married","Self-Employed","Other",38,20,13,8000,1,1,0,0,0
"P0020288",2021,2021-05-08,"Commercial",FALSE,"Suburban","Ulster","Driveway",FALSE,1,"Estate","Med","Petrol","M",1360,35777,"F",54,3,9975.55519045052,9725.55519045052,"Married","Employed","Skilled Trades",36,18,7,19500,1,1,0,0,0
"P0020288",2022,2022-02-26,"Commercial",FALSE,"Suburban","Ulster","Driveway",FALSE,1,"Estate","Med","Petrol","M",1360,35777,"F",55,1,20928.2518399478,20678.2518399478,"Married","Employed","Skilled Trades",37,18,8,11500,1,1,0,0,0
"P0020288",2022,2022-03-25,"Commercial",FALSE,"Suburban","Ulster","Driveway",FALSE,1,"Estate","Med","Petrol","M",1360,35777,"F",55,1,43969.4201070862,43719.4201070862,"Married","Employed","Skilled Trades",37,18,8,11500,1,1,0,0,0
"P0020288",2024,2024-10-25,"Commercial",FALSE,"Suburban","Ulster","Driveway",FALSE,1,"Estate","Med","Petrol","M",1360,35777,"F",57,2,2967.46994962066,2717.46994962066,"Married","Employed","Skilled Trades",39,18,10,17000,1,1,0,0,0
"P0020289",2017,2017-03-30,"Commuting",FALSE,"Suburban","Munster","Driveway",FALSE,1,"Hatchback","Med","Petrol","M",600,16235,"M",34,2,18191.7482140013,17941.7482140013,"Married","Employed","Primary Teacher",16,18,10,12000,1,0.849315068,0,0,0
"P0020293",2020,2020-07-31,"Commercial",FALSE,"Urban","Leinster","Garage",TRUE,1,"Van","Med","Petrol","M",2342,49870,"F",35,1,14744.9182224022,14494.9182224022,"Married","Employed","Skilled Trades",16,19,8,12500,1,0.561643836,0,0,0
"P0020293",2020,2020-09-20,"Commercial",FALSE,"Urban","Leinster","Garage",TRUE,1,"Van","Med","Petrol","M",2342,49870,"F",35,1,14201.5863624225,13951.5863624225,"Married","Employed","Skilled Trades",16,19,8,12500,1,0.561643836,0,0,0
"P0020293",2020,2020-12-03,"Commercial",FALSE,"Urban","Leinster","Garage",TRUE,1,"Van","Med","Petrol","M",2342,49870,"F",35,1,8469.26849693014,8219.26849693014,"Married","Employed","Skilled Trades",16,19,8,12500,1,0.561643836,0,0,0
"P0020298",2022,2022-11-22,"Private",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Hatchback","Med","Diesel","M",1057,23661,"F",47,3,4914.08592501147,4664.08592501147,"Married","Unemployed","Retail",30,17,9,10000,2,1,0,0,0
"P0020298",2024,2024-08-19,"Private",TRUE,"Suburban","Leinster","Driveway",FALSE,1,"Hatchback","Med","Diesel","M",1057,23661,"F",49,3,6796.90188961664,6546.90188961664,"Married","Unemployed","Retail",32,17,11,10750,2,1,0,0,0
"P0020300",2020,2020-12-14,"Commuting",FALSE,"Rural","Connacht","Driveway",FALSE,1,"Saloon","Low","Petrol","M",600,15120,"M",50,2,16612.7327538584,16362.7327538584,"Married","Employed","Accountant",29,21,8,26000,2,1,0,0,0
"P0020303",2024,2024-11-16,"Private",FALSE,"Rural","Ulster","Driveway",TRUE,1,"Saloon","Med","Diesel","M",600,18073,"F",25,0,1294.20587996663,1044.20587996663,"Single","Unemployed","Retail",8,17,6,5500,1,0.62739726,0,0,0
"P0020304",2018,2018-05-14,"Private",FALSE,"Suburban","Munster","Driveway",FALSE,1,"Hatchback","Low","Hybrid","A",600,10358,"M",24,1,1540.37531010233,1290.37531010233,"Single","Student","Retail",6,18,8,16500,1,1,0,0,0
"P0020304",2019,2019-01-03,"Private",FALSE,"Suburban","Munster","Driveway",FALSE,1,"Hatchback","Low","Hybrid","A",600,10358,"M",25,0,2453.08664566239,2203.08664566239,"Single","Student","Retail",7,18,9,5000,1,1,0,0,0
"P0020304",2019,2019-08-31,"Private",FALSE,"Suburban","Munster","Driveway",FALSE,1,"Hatchback","Low","Hybrid","A",600,10358,"M",25,0,4027.65604924187,3777.65604924187,"Single","Student","Retail",7,18,9,5000,1,1,0,0,0
"P0020309",2017,2017-05-12,"Commercial",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Van","Med","Diesel","M",1198,28858,"M",32,2,9607.62483985727,9357.62483985727,"Married","Employed","Driver/Delivery",14,18,6,19000,2,1,0,0,0
"P0020309",2018,2018-02-06,"Commercial",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Van","Med","Diesel","M",1198,28858,"M",33,0,41001.652006193,40751.652006193,"Married","Employed","Driver/Delivery",15,18,7,31500,2,1,0,0,0
"P0020309",2018,2018-05-14,"Commercial",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Van","Med","Diesel","M",1198,28858,"M",33,0,15217.3457004261,14967.3457004261,"Married","Employed","Driver/Delivery",15,18,7,31500,2,1,0,0,0
"P0020309",2018,2018-08-02,"Commercial",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Van","Med","Diesel","M",1198,28858,"M",33,0,10772.5335626498,10522.5335626498,"Married","Employed","Driver/Delivery",15,18,7,31500,2,1,0,0,0
"P0020309",2018,2018-11-02,"Commercial",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Van","Med","Diesel","M",1198,28858,"M",33,0,10036.158408624,9786.15840862396,"Married","Employed","Driver/Delivery",15,18,7,31500,2,1,0,0,0
"P0020309",2019,2019-09-19,"Commercial",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Van","Med","Diesel","M",1198,28858,"M",34,0,10661.7019988104,10411.7019988104,"Married","Employed","Driver/Delivery",16,18,8,26000,2,1,0,0,0
"P0020309",2022,2022-11-20,"Commercial",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Van","Med","Diesel","M",1198,28858,"M",37,2,30294.3998525793,30044.3998525793,"Married","Employed","Driver/Delivery",19,18,11,20500,2,1,0,0,0
"P0020309",2024,2024-11-23,"Commercial",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Van","Med","Diesel","M",1198,28858,"M",39,1,8535.00003960168,8285.00003960168,"Married","Employed","Driver/Delivery",21,18,13,18500,2,1,0,0,0
"P0020315",2018,2018-04-28,"Commuting",FALSE,"Suburban","Connacht","Driveway",FALSE,1,"Hatchback","Low","Petrol","M",600,9920,"M",35,3,7857.2604768697,7607.2604768697,"Married","Employed","Retail",14,21,10,15000,1,1,0,0,0
"P0020315",2022,2022-08-11,"Commuting",FALSE,"Suburban","Connacht","Driveway",FALSE,1,"Hatchback","Low","Petrol","M",600,9920,"M",39,4,5684.39776408073,5434.39776408073,"Married","Employed","Retail",18,21,14,13000,1,1,0,0,0
"P0020319",2022,2022-06-14,"Commercial",FALSE,"Rural","Connacht","Driveway",TRUE,1,"SUV","Low","Diesel","M",600,12030,"M",64,3,5310.50977320368,5060.50977320368,"Married","Employed","Farmer",44,20,8,49500,1,1,0,0,0
"P0020320",2023,2023-03-28,"Commuting",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Estate","Med","Petrol","M",752,19689,"F",37,1,29806.0626620815,29556.0626620815,"Married","Employed","Driver/Delivery",20,17,10,10500,1,1,0,0,0
"P0020320",2024,2024-02-06,"Commuting",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Estate","Med","Petrol","M",752,19689,"F",38,0,18507.208424029,18257.208424029,"Married","Employed","Driver/Delivery",21,17,11,16500,1,0.432876712,0,0,0
"P0020323",2018,2018-12-08,"Commuting",FALSE,"Suburban","Leinster","Street",TRUE,1,"SUV","Med","Diesel","M",3308,76041,"M",31,1,7074.31680922461,6824.31680922461,"Married","Employed","Retail",14,17,5,7500,1,0.476712329,0,0,0
"P0020323",2020,2020-05-06,"Commuting",FALSE,"Suburban","Leinster","Street",TRUE,1,"SUV","Med","Diesel","M",3308,76041,"M",33,1,2044.72673551984,1794.72673551984,"Married","Employed","Retail",16,17,7,19000,1,1,0,0,0
"P0020323",2021,2021-07-21,"Commuting",FALSE,"Suburban","Leinster","Street",TRUE,1,"SUV","Med","Diesel","M",3308,76041,"M",34,0,13627.315751869,13377.315751869,"Married","Employed","Retail",17,17,8,7500,1,1,0,0,0
"P0020326",2020,2020-10-03,"Commercial",FALSE,"Rural","Leinster","Garage",FALSE,1,"SUV","Med","Diesel","M",706,18486,"M",26,0,6020.7707190715,5770.7707190715,"Single","Employed","Farmer",7,19,10,13000,1,0.783561644,0,0,0
"P0020326",2024,2024-03-16,"Commercial",FALSE,"Rural","Leinster","Garage",FALSE,1,"SUV","Med","Diesel","M",706,18486,"M",30,3,19047.81958187,18797.81958187,"Single","Employed","Farmer",11,19,14,14000,1,1,0,0,0
"P0020327",2020,2020-11-17,"Private",FALSE,"Rural","Ulster","Driveway",FALSE,1,"Estate","Low","Petrol","M",600,11657,"F",56,5,7124.99977720078,6874.99977720078,"Married","Unemployed","Skilled Trades",39,17,12,8500,1,1,0,0,0
"P0020330",2022,2022-01-18,"Commuting",FALSE,"Suburban","Leinster","Driveway",FALSE,1,"Hatchback","Low","Diesel","M",600,10971,"F",36,4,20102.5726546409,19852.5726546409,"Single","Employed","Primary Teacher",17,19,14,14500,1,1,0,0,0
"P0020337",2018,2018-07-03,"Private",FALSE,"Urban","Leinster","Driveway",TRUE,1,"SUV","High","Petrol","M",2090,55678,"M",44,2,17224.4179699031,16974.4179699031,"Married","Unemployed","Doctor",25,19,9,3000,1,1,0,0,0
"P0020339",2018,2018-06-08,"Commuting",FALSE,"Rural","Connacht","Driveway",TRUE,1,"SUV","Low","Petrol","M",600,12297,"F",51,0,8392.3545622184,8142.3545622184,"Married","Employed","Farmer",33,18,11,14500,1,0.652054795,0,0,0
"P0020339",2018,2018-08-18,"Commuting",FALSE,"Rural","Connacht","Driveway",TRUE,1,"SUV","Low","Petrol","M",600,12297,"F",51,0,5790.78780329091,5540.78780329091,"Married","Employed","Farmer",33,18,11,14500,1,0.652054795,0,0,0
"P0020339",2020,2020-03-29,"Commuting",FALSE,"Rural","Connacht","Driveway",TRUE,1,"SUV","Low","Petrol","M",600,12297,"F",53,1,8645.40242957325,8395.40242957325,"Married","Employed","Farmer",35,18,13,6000,1,1,0,0,0
"P0020339",2023,2023-05-13,"Commuting",FALSE,"Rural","Connacht","Driveway",TRUE,1,"SUV","Low","Petrol","M",600,12297,"F",56,2,2439.44873495291,2189.44873495291,"Married","Employed","Farmer",38,18,16,15000,1,1,0,0,0
"P0020341",2024,2024-07-25,"Commuting",FALSE,"Suburban","Munster","Driveway",FALSE,1,"Saloon","Low","Diesel","M",600,10674,"M",43,5,11317.4298334855,11067.4298334855,"Married","Self-Employed","Primary Teacher",24,19,10,17500,1,1,0,0,0
"P0020344",2024,2024-10-29,"Commercial",FALSE,"Suburban","Connacht","Driveway",TRUE,1,"Van","Med","Diesel","M",1750,40306,"M",33,4,10102.6743647063,9852.67436470625,"Single","Self-Employed","Skilled Trades",13,20,13,23500,1,1,0,0,0
"P0020345",2019,2019-04-16,"Commuting",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Saloon","Low","Hybrid","A",600,15894,"M",32,3,8719.90168766863,8469.90168766863,"Single","Employed","Secondary Teacher",11,21,10,12000,1,1,0,0,0
"P0020345",2019,2019-11-17,"Commuting",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Saloon","Low","Hybrid","A",600,15894,"M",32,3,1617.91184650794,1367.91184650794,"Single","Employed","Secondary Teacher",11,21,10,12000,1,1,0,0,0
"P0020346",2023,2023-12-01,"Commuting",FALSE,"Rural","Ulster","Driveway",FALSE,1,"Saloon","Med","Petrol","M",600,14252,"F",38,3,6980.0933026047,6730.0933026047,"Single","Employed","Secondary Teacher",21,17,11,16000,2,1,0,0,0
"P0020346",2024,2024-02-21,"Commuting",FALSE,"Rural","Ulster","Driveway",FALSE,1,"Saloon","Med","Petrol","M",600,14252,"F",39,1,10327.743821988,10077.743821988,"Single","Employed","Secondary Teacher",22,17,12,15500,2,1,0,0,0
"P0020347",2023,2023-02-14,"Commercial",FALSE,"Urban","Leinster","Street",FALSE,1,"Estate","Med","Petrol","M",623,14492,"F",43,4,3042.11921619763,2792.11921619763,"Married","Employed","Driver/Delivery",23,20,11,21500,1,1,0,0,0
"P0020347",2023,2023-04-15,"Commercial",FALSE,"Urban","Leinster","Street",FALSE,1,"Estate","Med","Petrol","M",623,14492,"F",43,4,4363.91385331284,4113.91385331284,"Married","Employed","Driver/Delivery",23,20,11,21500,1,1,0,0,0
"P0020347",2023,2023-04-29,"Commercial",FALSE,"Urban","Leinster","Street",FALSE,1,"Estate","Med","Petrol","M",623,14492,"F",43,4,42126.1026284786,41876.1026284786,"Married","Employed","Driver/Delivery",23,20,11,21500,1,1,0,0,0
"P0020347",2024,2024-11-11,"Commercial",FALSE,"Urban","Leinster","Street",FALSE,1,"Estate","Med","Petrol","M",623,14492,"F",44,2,8958.30418257709,8708.30418257709,"Married","Employed","Driver/Delivery",24,20,12,20000,1,1,0,0,0
"P0020348",2019,2019-02-19,"Commuting",FALSE,"Suburban","Ulster","Street",FALSE,1,"Van","Med","Diesel","M",914,18440,"F",49,2,7564.4611124729,7314.4611124729,"Married","Employed","Skilled Trades",32,17,10,24500,1,0.419178082,0,0,0
"P0020353",2024,2024-12-29,"Commuting",FALSE,"Rural","Leinster","Garage",FALSE,1,"Estate","Med","Diesel","M",1066,29440,"M",53,2,1877.0162026042,1627.0162026042,"Married","Employed","Nurse",34,19,4,14500,1,0.589041096,0,0,0
"P0020354",2022,2022-12-14,"Private",FALSE,"Urban","Connacht","Street",FALSE,1,"Saloon","Low","Petrol","M",600,8729,"M",42,2,53277.0373621117,50000,"Married","Unemployed","Nurse",23,19,10,4500,1,0.38630137,0,0,0
"P0020355",2021,2021-07-12,"Commuting",TRUE,"Rural","Leinster","Driveway",TRUE,1,"Saloon","Med","Petrol","M",2044,48723,"M",45,4,5334.64432236195,5084.64432236195,"Married","Employed","Retail",25,20,12,26000,1,1,0,0,0
"P0020356",2017,2017-07-12,"Commercial",FALSE,"Urban","Munster","Street",TRUE,1,"Hatchback","Med","Petrol","M",600,16096,"F",42,2,27575.1888408223,27325.1888408223,"Married","Self-Employed","Doctor",24,18,10,29000,1,1,0,0,0
"P0020356",2017,2017-07-29,"Commercial",FALSE,"Urban","Munster","Street",TRUE,1,"Hatchback","Med","Petrol","M",600,16096,"F",42,2,60577.789827576,50000,"Married","Self-Employed","Doctor",24,18,10,29000,1,1,0,0,0
"P0020356",2017,2017-08-06,"Commercial",FALSE,"Urban","Munster","Street",TRUE,1,"Hatchback","Med","Petrol","M",600,16096,"F",42,2,35927.3590168714,35677.3590168714,"Married","Self-Employed","Doctor",24,18,10,29000,1,1,0,0,0
"P0020358",2020,2020-02-18,"Commuting",FALSE,"Urban","Munster","Garage",TRUE,1,"Hatchback","Low","Diesel","M",743,13660,"F",50,4,10812.3935238227,10562.3935238227,"Married","Employed","Secondary Teacher",31,19,12,6000,2,1,0,0,0
"P0020360",2022,2022-03-26,"Commuting",FALSE,"Suburban","Connacht","Garage",TRUE,1,"Saloon","Med","Diesel","M",1095,25636,"F",38,3,954.345417061094,704.345417061094,"Single","Employed","Retail",21,17,12,14500,1,1,0,0,0
"P0020360",2023,2023-10-11,"Commuting",FALSE,"Suburban","Connacht","Garage",TRUE,1,"Saloon","Med","Diesel","M",1095,25636,"F",39,1,12580.9177915668,12330.9177915668,"Single","Employed","Retail",22,17,13,17500,1,1,0,0,0
"P0020364",2024,2024-03-04,"Commuting",FALSE,"Rural","Munster","Garage",TRUE,1,"SUV","Low","Diesel","M",600,15592,"M",54,2,9835.28909907688,9585.28909907688,"Married","Employed","Garda",36,18,4,17000,1,1,0,0,0
"P0020364",2024,2024-12-07,"Commuting",FALSE,"Rural","Munster","Garage",TRUE,1,"SUV","Low","Diesel","M",600,15592,"M",54,2,4308.89216256094,4058.89216256094,"Married","Employed","Garda",36,18,4,17000,1,1,0,0,0
"P0020365",2023,2023-09-20,"Private",FALSE,"Rural","Ulster","Garage",TRUE,1,"SUV","Low","Petrol","M",600,13564,"M",26,2,6233.97338983973,5983.97338983973,"Single","Student","Primary Teacher",7,19,10,5000,1,1,0,0,0
"P0020368",2016,2016-03-19,"Commuting",FALSE,"Urban","Ulster","Driveway",FALSE,1,"Hatchback","Med","Diesel","M",600,16171,"F",31,0,2468.55288810775,2218.55288810775,"Married","Employed","Primary Teacher",14,17,8,22000,1,0.832876712,0,0,0
"P0020369",2021,2021-08-28,"Private",FALSE,"Urban","Leinster","Driveway",TRUE,1,"SUV","High","Diesel","M",1400,38166,"M",52,1,13172.0312604045,12922.0312604045,"Married","Unemployed","Other",32,20,6,8000,2,0.810958904,0,0,0
"P0020371",2022,2022-09-07,"Commercial",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Van","Low","Petrol","M",600,12064,"M",59,5,20531.9744979684,20281.9744979684,"Married","Employed","Driver/Delivery",42,17,13,25000,1,1,0,0,0
"P0020372",2018,2018-06-07,"Commercial",FALSE,"Rural","Connacht","Driveway",FALSE,1,"SUV","Low","Diesel","M",600,9637,"M",24,2,6023.05567759575,5773.05567759575,"Single","Employed","Farmer",7,17,8,26500,1,0.879452055,0,0,0
"P0020372",2018,2018-08-21,"Commercial",FALSE,"Rural","Connacht","Driveway",FALSE,1,"SUV","Low","Diesel","M",600,9637,"M",24,2,8267.10483501002,8017.10483501002,"Single","Employed","Farmer",7,17,8,26500,1,0.879452055,0,0,0
"P0020375",2019,2019-07-16,"Commuting",FALSE,"Urban","Leinster","Garage",FALSE,1,"Hatchback","Med","Petrol","M",600,11453,"M",33,1,3484.78440254169,3234.78440254169,"Married","Employed","Retail",14,19,6,7000,1,0.830136986,0,0,0
"P0020375",2021,2021-06-02,"Commuting",FALSE,"Urban","Leinster","Garage",FALSE,1,"Hatchback","Med","Petrol","M",600,11453,"M",35,1,4272.70681823441,4022.70681823441,"Married","Employed","Retail",16,19,8,10500,1,1,0,0,0
"P0020375",2021,2021-08-15,"Commuting",FALSE,"Urban","Leinster","Garage",FALSE,1,"Hatchback","Med","Petrol","M",600,11453,"M",35,1,11701.9602585098,11451.9602585098,"Married","Employed","Retail",16,19,8,10500,1,1,0,0,0
"P0020375",2023,2023-09-19,"Commuting",FALSE,"Urban","Leinster","Garage",FALSE,1,"Hatchback","Med","Petrol","M",600,11453,"M",37,1,9634.4596157071,9384.4596157071,"Married","Employed","Retail",18,19,10,12500,1,1,0,0,0
"P0020375",2024,2024-09-09,"Commuting",FALSE,"Urban","Leinster","Garage",FALSE,1,"Hatchback","Med","Petrol","M",600,11453,"M",38,0,18792.4732748918,18542.4732748918,"Married","Employed","Retail",19,19,11,6500,1,1,0,0,0
"P0020378",2017,2017-05-24,"Commuting",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Hatchback","Low","Diesel","M",600,12186,"M",32,2,8011.18340226242,7761.18340226242,"Single","Employed","Secondary Teacher",13,19,6,14000,1,0.805479452,0,0,0
"P0020378",2018,2018-02-02,"Commuting",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Hatchback","Low","Diesel","M",600,12186,"M",33,0,11093.8698290007,10843.8698290007,"Single","Employed","Secondary Teacher",14,19,7,20000,1,1,0,0,0
"P0020378",2018,2018-02-28,"Commuting",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Hatchback","Low","Diesel","M",600,12186,"M",33,0,4665.25867183392,4415.25867183392,"Single","Employed","Secondary Teacher",14,19,7,20000,1,1,0,0,0
"P0020378",2018,2018-07-28,"Commuting",FALSE,"Suburban","Leinster","Driveway",TRUE,1,"Hatchback","Low","Diesel","M",600,12186,"M",33,0,6072.91957041057,5822.91957041057,"Single","Employed","Secondary Teacher",14,19,7,20000,1,1,0,0,0
"P0020381",2020,2020-07-11,"Commercial",FALSE,"Suburban","Munster","Driveway",TRUE,1,"Van","Med","Hybrid","A",1021,29290,"F",24,2,10578.7777205493,10328.7777205493,"Single","Employed","Skilled Trades",4,20,10,18500,1,0.775342466,0,0,0
"P0020381",2020,2020-11-27,"Commercial",FALSE,"Suburban","Munster","Driveway",TRUE,1,"Van","Med","Hybrid","A",1021,29290,"F",24,2,27329.8074297175,27079.8074297175,"Single","Employed","Skilled Trades",4,20,10,18500,1,0.775342466,0,0,0
"P0020381",2024,2024-07-31,"Commercial",FALSE,"Suburban","Munster","Driveway",TRUE,1,"Van","Med","Hybrid","A",1021,29290,"F",28,3,9262.44450169883,9012.44450169883,"Single","Employed","Skilled Trades",8,20,14,26500,1,1,0,0,0
"P0020382",2024,2024-06-19,"Commuting",FALSE,"Rural","Munster","Garage",FALSE,1,"Estate","Low","Diesel","M",600,21340,"F",62,3,11126.5302389079,10876.5302389079,"Married","Employed","Doctor",45,17,10,18500,2,1,0,0,0
"P0020383",2021,2021-11-30,"Commuting",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Saloon","Low","Petrol","M",912,20395,"M",49,5,6127.70402994895,5877.70402994895,"Married","Employed","Doctor",27,22,13,9500,1,1,0,0,0
"P0020383",2023,2023-02-12,"Commuting",FALSE,"Suburban","Leinster","Garage",TRUE,1,"Saloon","Low","Petrol","M",912,20395,"M",51,4,12511.5568951357,12261.5568951357,"Married","Employed","Doctor",29,22,15,7000,1,1,0,0,0
